plant_country,country,typ_11,mw_2018,efficiency_factor,co2_factor,fuel_price,co2_price,av_factor,gen_capacity,mc,mean_demand,sd_demand,min_demand,max_demand
Poland,PL,g4,6.6,.36,.191,20.23,20,.74000001,4.8839998,66.805557,19532.16,3190.1538,12261.99,26297.15
Poland,PL,o2,400,.38,.27399999,37.130001,20,.79000002,316,112.13158,19532.16,3190.1538,12261.99,26297.15
Poland,PL,n,0,1,.029999999,9,20,.83999997,0,9.6000004,19532.16,3190.1538,12261.99,26297.15
Poland,PL,c2,20288.17573,.376,.33700001,8.8900003,20,.76999998,15621.895,41.569149,19532.16,3190.1538,12261.99,26297.15
Poland,PL,g1,114.6,.38,.191,20.23,20,.80000001,91.68,63.289471,19532.16,3190.1538,12261.99,26297.15
Poland,PL,res,6942.497000000003,.7266666666666667,0,0,20,.30000001,2082.7493,0,19532.16,3190.1538,12261.99,26297.15
Poland,PL,g3,2023.519,.6,.191,20.23,20,.81,1639.0504,40.083332,19532.16,3190.1538,12261.99,26297.15
Poland,PL,r1,1755.08,1,0,12,20,.5,877.53998,12,19532.16,3190.1538,12261.99,26297.15
Poland,PL,c1,9157.200000000001,.3627272727272727,.38499999,7.112,20,.80000001,7325.7603,40.835087,19532.16,3190.1538,12261.99,26297.15
Poland,PL,g2,8.299999999999999,.44,.191,20.23,20,.79000002,6.5570002,54.659088,19532.16,3190.1538,12261.99,26297.15
Portugal,PT,g1,405.6300000000001,.365,.191,20.23,20,.80000001,324.504,65.890411,5810.7734,1004.3843,3560.8999,8721.4004
Portugal,PT,g3,3960,.6,.191,20.23,20,.81,3207.6001,40.083332,5810.7734,1004.3843,3560.8999,8721.4004
Portugal,PT,c1,1789.74,.4075,.38499999,7.112,20,.80000001,1431.792,36.348465,5810.7734,1004.3843,3560.8999,8721.4004
Portugal,PT,o2,355.06,.4,.27399999,37.130001,20,.79000002,280.49741,106.525,5810.7734,1004.3843,3560.8999,8721.4004
Portugal,PT,o1,305.6,.3533333333333333,.27399999,37.130001,20,.80000001,244.48001,120.59435,5810.7734,1004.3843,3560.8999,8721.4004
Portugal,PT,n,0,1,.029999999,9,20,.83999997,0,9.6000004,5810.7734,1004.3843,3560.8999,8721.4004
Portugal,PT,res,8141.365749999992,.7428571428571429,0,0,20,.30000001,2442.4099,0,5810.7734,1004.3843,3560.8999,8721.4004
Portugal,PT,r1,4449.349999999999,1,0,12,20,.5,2224.675,12,5810.7734,1004.3843,3560.8999,8721.4004
Romania,RO,res,3932.100000000001,.8,0,0,20,.30000001,1179.63,0,6959.271,1052.7924,4542,9695
Romania,RO,n,1310,1,.029999999,9,20,.83999997,1100.4,9.6000004,6959.271,1052.7924,4542,9695
Romania,RO,g4,14,.36,.191,20.23,20,.74000001,10.360001,66.805557,6959.271,1052.7924,4542,9695
Romania,RO,c1,5534,.3699999999999999,.38499999,7.112,20,.80000001,4427.2002,40.032433,6959.271,1052.7924,4542,9695
Romania,RO,c2,1225,.3485714285714286,.33700001,8.8900003,20,.76999998,943.25,44.840164,6959.271,1052.7924,4542,9695
Romania,RO,o2,719,.4,.27399999,37.130001,20,.79000002,568.01001,106.525,6959.271,1052.7924,4542,9695
Romania,RO,g1,2840,.3433333333333333,.191,20.23,20,.80000001,2272,70.048546,6959.271,1052.7924,4542,9695
Romania,RO,g3,1046,.61,.191,20.23,20,.81,847.26001,39.426228,6959.271,1052.7924,4542,9695
Romania,RO,g2,1033.2,.388,.191,20.23,20,.79000002,816.22803,61.984535,6959.271,1052.7924,4542,9695
Romania,RO,r1,6189.09,1,0,12,20,.5,3094.5449,12,6959.271,1052.7924,4542,9695
Sweden,SE,n,8627,1,.029999999,9,20,.83999997,7246.6797,9.6000004,15774.646,3574.4565,8930,26558
Sweden,SE,r1,16283.706,1,0,12,20,.5,8141.853,12,15774.646,3574.4565,8930,26558
Sweden,SE,g3,738.4,.5366666666666666,.191,20.23,20,.81,598.104,44.813663,15774.646,3574.4565,8930,26558
Sweden,SE,g1,618,.3433333333333333,.191,20.23,20,.80000001,494.39999,70.048546,15774.646,3574.4565,8930,26558
Sweden,SE,c2,436,.355,.33700001,8.8900003,20,.76999998,335.72,44.028172,15774.646,3574.4565,8930,26558
Sweden,SE,o2,1795,.4,.27399999,37.130001,20,.79000002,1418.05,106.525,15774.646,3574.4565,8930,26558
Sweden,SE,o1,1608,.3533333333333333,.27399999,37.130001,20,.80000001,1286.4,120.59435,15774.646,3574.4565,8930,26558
Sweden,SE,g4,14.31,.36,.191,20.23,20,.74000001,10.5894,66.805557,15774.646,3574.4565,8930,26558
Sweden,SE,o4,52,.34,.27399999,37.130001,20,.74000001,38.48,125.32353,15774.646,3574.4565,8930,26558
Sweden,SE,res,10127.92,.6072727272727272,0,0,20,.30000001,3038.3762,0,15774.646,3574.4565,8930,26558
Sweden,SE,g2,136,.4,.191,20.23,20,.79000002,107.44,60.125,15774.646,3574.4565,8930,26558
Slovenia,SI,g1,490,.365,.191,20.23,20,.80000001,392,65.890411,1525.5962,268.62057,806.23999,2402.25
Slovenia,SI,res,390,.9333333333333332,0,0,20,.30000001,117.00001,0,1525.5962,268.62057,806.23999,2402.25
Slovenia,SI,r1,1132.679,1,0,12,20,.5,566.33948,12,1525.5962,268.62057,806.23999,2402.25
Slovenia,SI,n,664,1,.029999999,9,20,.83999997,557.76001,9.6000004,1525.5962,268.62057,806.23999,2402.25
Slovenia,SI,g3,0,.61,.191,20.23,20,.81,0,39.426228,1525.5962,268.62057,806.23999,2402.25
Slovenia,SI,c1,1224,.3685714285714285,.38499999,7.112,20,.80000001,979.20001,40.187595,1525.5962,268.62057,806.23999,2402.25
Slovenia,SI,o2,0,.36,.27399999,37.130001,20,.79000002,0,118.36111,1525.5962,268.62057,806.23999,2402.25
Slovakia,SK,g1,112.6,.38,.191,20.23,20,.80000001,90.080002,63.289471,3369.1282,445.42612,2395,4519
Slovakia,SK,g3,328.6,.6,.191,20.23,20,.81,266.16602,40.083332,3369.1282,445.42612,2395,4519
Slovakia,SK,r1,1540.190000000001,1,0,12,20,.5,770.09497,12,3369.1282,445.42612,2395,4519
Slovakia,SK,g2,171.625,.36,.191,20.23,20,.79000002,135.58376,66.805557,3369.1282,445.42612,2395,4519
Slovakia,SK,n,2380,1,.029999999,9,20,.83999997,1999.2,9.6000004,3369.1282,445.42612,2395,4519
Slovakia,SK,res,1481.16,.796,0,0,20,.30000001,444.34802,0,3369.1282,445.42612,2395,4519
Slovakia,SK,o4,0,.3600000143051147,.27399999,37.130001,20,.74000001,0,118.36111,3369.1282,445.42612,2395,4519
Slovakia,SK,g4,1.033,.36,.191,20.23,20,.74000001,.76442003,66.805557,3369.1282,445.42612,2395,4519
Slovakia,SK,c1,809,.363,.38499999,7.112,20,.80000001,647.20001,40.804409,3369.1282,445.42612,2395,4519
Slovakia,SK,c2,55,.3700000000000001,.33700001,8.8900003,20,.76999998,42.349998,42.243244,3369.1282,445.42612,2395,4519
United Kingdom,UK,g3,31576.15,.576,.191,20.23,20,.81,25576.682,41.753471,34054.109,7163.0396,2778,55444.5
United Kingdom,UK,n,9568,1,.029999999,9,20,.83999997,8037.1196,9.6000004,34054.109,7163.0396,2778,55444.5
United Kingdom,UK,c1,0,.47,.38499999,7.112,20,.80000001,0,31.514893,34054.109,7163.0396,2778,55444.5
United Kingdom,UK,r1,1499.204,1,0,12,20,.5,749.60199,12,34054.109,7163.0396,2778,55444.5
United Kingdom,UK,o2,10,.4,.27399999,37.130001,20,.79000002,7.9000001,106.525,34054.109,7163.0396,2778,55444.5
United Kingdom,UK,g4,382.297,.35,.191,20.23,20,.74000001,282.89978,68.714287,34054.109,7163.0396,2778,55444.5
United Kingdom,UK,o3,0,.35,.27399999,37.130001,20,.81,0,121.74286,34054.109,7163.0396,2778,55444.5
United Kingdom,UK,c2,12349,.3727272727272727,.33700001,8.8900003,20,.76999998,9508.7295,41.934147,34054.109,7163.0396,2778,55444.5
United Kingdom,UK,g2,52,.3933333333333334,.191,20.23,20,.79000002,41.080002,61.144066,34054.109,7163.0396,2778,55444.5
United Kingdom,UK,g1,1478.952,.3433333333333333,.191,20.23,20,.80000001,1183.1616,70.048546,34054.109,7163.0396,2778,55444.5
United Kingdom,UK,o1,992.6,.3533333333333333,.27399999,37.130001,20,.80000001,794.08002,120.59435,34054.109,7163.0396,2778,55444.5
United Kingdom,UK,o4,242.5,.3500000071525574,.27399999,37.130001,20,.74000001,179.45,121.74286,34054.109,7163.0396,2778,55444.5
United Kingdom,UK,res,38326.85618999998,.6163636363636364,0,0,20,.30000001,11498.058,0,34054.109,7163.0396,2778,55444.5
